_lab_item,_lab_fragment,NaO,MgO,AlO,SiO,KO,CaO,FeO
s100,f3,0.519182406,0.229856518,0.176082966,0.880909837,0.19220361,0.386315842,0.004676525
s100,f3,0.521523992,0.231702745,0.176877124,0.868836777,0.177763725,0.381249981,0.003441665
s100,f4,0.515097024,0.232352422,0.177373074,0.875290017,0.185945808,0.388446433,0.003451315
s100,f4,0.52110694,0.234054801,0.183067563,0.888162995,0.186485834,0.393883539,0.004697617
s100,f4,0.521159053,0.236052746,0.177781502,0.867881582,0.179532326,0.381326239,0.003442353
s101,f1,0.489045376,0.003426555,0.196518245,0.870924489,0.215154264,0.414617032,0.003426555
s101,f1,0.488117072,0.068467233,0.198493287,0.86027773,0.20996803,0.406122679,0.004605979
s101,f1,0.487434186,0.003449935,0.194757516,0.884086828,0.221995093,0.424943101,0.003449935
s101,f2,0.483211903,0.003598637,0.208774616,0.957336816,0.256660777,0.489241033,0.003598637
s101,f2,0.480513478,0.075252963,0.213974164,0.953896599,0.255764034,0.491251039,0.004857167
s101,f2,0.486800934,0.00357711,0.205954502,0.945633695,0.243387611,0.48239114,0.00357711
s101,f3,0.489143195,0.004673252,0.194465599,0.887719024,0.219215503,0.431063443,0.00345857
s101,f3,0.489485715,0.003406738,0.196891985,0.862517362,0.208461689,0.40324942,0.004603677
s101,f3,0.485100109,0.003401972,0.194348955,0.859246016,0.210915015,0.405879078,0.003401972
s101,f4,0.483598627,0.004792036,0.201795595,0.932020937,0.245048287,0.469822648,0.003546124
s101,f4,0.487093102,0.003558558,0.213311871,0.938098805,0.240220026,0.470151639,0.004808356
s101,f4,0.479937208,0.003532321,0.201010125,0.926630862,0.238448959,0.467993908,0.003532321
s102,f1,0.492874846,0.004547398,0.228367296,0.816931525,0.243363273,0.38705054,0.003365092
s102,f1,0.493269303,0.003360384,0.233937803,0.812207037,0.239093641,0.385274196,0.004540582
s102,f1,0.493960364,0.003371155,0.229374326,0.81971382,0.240989961,0.389263028,0.003371155
s102,f2,0.492727005,0.004702787,0.241110487,0.874852481,0.269739123,0.436049286,0.003480428
s102,f2,0.492727005,0.003480428,0.241110487,0.874852481,0.269739123,0.436049286,0.004702787
s102,f2,0.490269519,0.003476602,0.243826103,0.875202492,0.270468402,0.433874481,0.003476602
s102,f3,0.486119889,0.004680736,0.239356789,0.869966999,0.266894988,0.430374293,0.003464108
s102,f3,0.486314376,0.003465494,0.23579323,0.870924489,0.267509553,0.429686245,0.004682608
s102,f3,0.48607128,0.003467227,0.246720293,0.873541186,0.265033247,0.43162419,0.003467227
s102,f4,0.493318633,0.004523361,0.22834446,0.80702551,0.237615846,0.37677767,0.003347304
s102,f4,0.49203767,0.003350653,0.229764594,0.811070742,0.23725969,0.377456481,0.004527434
s102,f4,0.495940162,0.003365092,0.236029142,0.815217769,0.237164805,0.385543983,0.003365092
s103,f1,0.517575433,0.004627215,0.190177012,0.869966999,0.004627215,0.405027627,0.003424157
s103,f1,0.520638154,0.003424499,0.189398882,0.867881582,0.003424499,0.401157966,0.004627215
s103,f1,0.521263295,0.003449935,0.19239591,0.882496903,0.003449935,0.412796724,0.003449935
s103,f2,0.521471842,0.004600915,0.187514332,0.857958113,0.004600915,0.392860772,0.003405035
s103,f2,0.518145079,0.003417999,0.191398048,0.866927437,0.003417999,0.400997535,0.004618432
s103,f2,0.519234327,0.00344373,0.192049909,0.879149778,0.00344373,0.409999229,0.00344373
s103,f3,0.517575433,0.004664382,0.189285277,0.886211184,0.004664382,0.412136778,0.00345166
s103,f3,0.523352524,0.0034396,0.189417823,0.876428634,0.0034396,0.406529005,0.004648085
s103,f3,0.520638154,0.062825138,0.195323133,0.879677426,0.003446142,0.410286329,0.003446142
s103,f4,0.521367558,0.003487396,0.192049909,0.903029552,0.004712202,0.426987731,0.003487396
s103,f4,0.517213257,0.004596776,0.185741381,0.856415177,0.003401972,0.394908969,0.004596776
s103,f4,0.513605406,0.003363073,0.185203511,0.835353743,0.003363073,0.382242521,0.003363073
s104,f1,0.500623979,0.079071719,0.154741391,0.876779275,0.326736906,0.434395443,0.003512596
s104,f1,0.499324048,0.07136127,0.151965767,0.895565425,0.337935578,0.454435177,0.004800669
s104,f1,0.499473867,0.074952552,0.158833309,0.907737535,0.348262073,0.46486883,0.003580331
s104,f2,0.50177674,0.080765935,0.1474745,0.861827624,0.312672175,0.418114483,0.003474516
s104,f2,0.500573919,0.066450365,0.151465107,0.857272021,0.310770681,0.413788626,0.004679332
s104,f2,0.500573919,0.066450365,0.151465107,0.857272021,0.310770681,0.413788626,0.003463069
s104,f3,0.497032432,0.07368176,0.157221443,0.881967563,0.330251762,0.439244093,0.003519628
s104,f3,0.495741826,0.070955667,0.158896855,0.888162995,0.333137487,0.4457041,0.004773383
s104,f3,0.498675348,0.003529144,0.147445008,0.887364008,0.329526007,0.443259456,0.003529144
s104,f4,0.493170659,0.003382298,0.147917588,0.817830644,0.293229412,0.390237403,0.003382298
s104,f4,0.48987746,0.0652976,0.157158567,0.827620966,0.300291983,0.396253944,0.004598615
s104,f4,0.494553472,0.003525969,0.153094485,0.882055764,0.335377002,0.446551743,0.003525969
s105,f1,0.495147293,0.074310724,0.158579379,0.895834135,0.337226658,0.450093473,0.003549672
s105,f1,0.492677735,0.073534544,0.146753642,0.880733673,0.32716194,0.440651925,0.004746727
s105,f1,0.495543569,0.079135002,0.150378474,0.881262271,0.327423775,0.43876119,0.003515758
s105,f2,0.493516,0.068385121,0.145627979,0.826297831,0.301284584,0.399157182,0.003404695
s105,f2,0.497430217,0.003408442,0.145788258,0.829941552,0.298137646,0.397166377,0.004605519
s105,f2,0.496386709,0.06254306,0.145613417,0.839960846,0.304891288,0.406407064,0.003430669
s105,f3,0.49346665,0.003620294,0.154849748,0.923024039,0.362474918,0.48636301,0.003620294
s105,f3,0.492431458,0.072150577,0.160461699,0.916402134,0.354197717,0.471045776,0.004853768
s105,f3,0.489779495,0.080339008,0.153800342,0.904656469,0.345141776,0.464218469,0.003568892
s105,f4,0.498176922,0.079428344,0.14613857,0.83360134,0.300171891,0.40055668,0.003416632
s105,f4,0.495741826,0.003431012,0.146753642,0.840885311,0.306205143,0.40373361,0.004636479
s105,f4,0.498525768,0.066670013,0.143991645,0.862000007,0.316921871,0.424221311,0.003474516
s106,f1,0.443082188,0.075358391,0.067245848,0.818403326,0.354977809,0.293288064,0.003347974
s106,f1,0.442241131,0.064152001,0.069997203,0.817585332,0.349797802,0.296294911,0.004517936
s106,f1,0.439331951,0.003325617,0.063806514,0.808560316,0.348262073,0.289586858,0.003325617
s106,f2,0.441578267,0.004645297,0.071970426,0.864244123,0.384081696,0.317302405,0.003437881
s106,f2,0.44012346,0.00343685,0.00343685,0.864849306,0.383659438,0.319275791,0.004643903
s106,f2,0.434786575,0.003428954,0.086717463,0.86027773,0.383736178,0.318956675,0.003428954
s106,f3,0.433527521,0.004678864,0.069543696,0.878973966,0.390354492,0.33210636,0.003462377
s106,f3,0.433527521,0.003462377,0.069543696,0.878973966,0.390354492,0.33210636,0.004678864
s106,f3,0.4341783,0.003458916,0.066364036,0.875902934,0.392193476,0.328210535,0.003458916
s106,f4,0.438410322,0.00453559,0.064402682,0.825637057,0.357900595,0.302068943,0.00335669
s106,f4,0.441136909,0.003350653,0.072846558,0.819631852,0.351551171,0.300261956,0.004527434
s106,f4,0.441136909,0.003350653,0.072846558,0.819631852,0.351551171,0.300261956,0.003350653
s107,f1,0.438454165,0.004684013,0.072570266,0.876253365,0.393017948,0.329295419,0.003466534
s107,f1,0.436529204,0.003392121,0.003392121,0.842737296,0.373215231,0.314302305,0.004583923
s107,f1,0.434004663,0.003448555,0.082603767,0.867794798,0.389418764,0.326018875,0.003448555
s107,f2,0.440387614,0.004616123,0.074266151,0.854276814,0.377796344,0.311174945,0.00341629
s107,f2,0.440387614,0.00341629,0.074266151,0.854276814,0.377796344,0.311174945,0.004616123
s107,f2,0.443170813,0.003401292,0.062007496,0.845015761,0.37064891,0.306910225,0.003401292
s107,f3,0.442329588,0.004628141,0.003425184,0.858215539,0.379120948,0.317365872,0.003425184
s107,f3,0.44206427,0.003429297,0.003429297,0.860880135,0.379576167,0.318956675,0.004633698
s107,f3,0.442285358,0.003438912,0.065986837,0.865195315,0.382280747,0.319052377,0.003438912
s107,f4,0.443037882,0.004500801,0.063908686,0.810746379,0.349483126,0.286161197,0.003330942
s107,f4,0.441975866,0.003328279,0.066850266,0.810260077,0.348540794,0.290718452,0.004497651
s107,f4,0.44206427,0.003332942,0.066943922,0.813507608,0.346975884,0.289384218,0.003332942
s108,f1,0.476160641,0.004612893,0.086336744,0.842231805,0.312609647,0.42100945,0.003413558
s108,f1,0.475875031,0.003409465,0.071375543,0.839205221,0.317143794,0.419958241,0.004607361
s108,f1,0.4747343,0.003418683,0.088637523,0.844255589,0.315940934,0.424433475,0.003418683
s108,f2,0.477113916,0.004617509,0.062293387,0.843833566,0.316225409,0.419748314,0.003416974
s108,f2,0.479361629,0.003421077,0.084272473,0.844086754,0.319020473,0.419706341,0.004622591
s108,f2,0.474022732,0.003427583,0.095016948,0.85001609,0.320844082,0.423585456,0.003427583
s108,f3,0.472508284,0.004739612,0.076260513,0.889674156,0.341195381,0.455436035,0.003507682
s108,f3,0.474022732,0.003507682,0.078953201,0.887275276,0.3439015,0.458360173,0.004739612
s108,f3,0.473264902,0.003530556,0.0915381,0.898975048,0.347323033,0.463244633,0.003530556
s108,f4,0.475827445,0.00465134,0.072064048,0.858215539,0.323809467,0.431279029,0.003442353
s108,f4,0.480129221,0.003440288,0.074795317,0.856500823,0.322420076,0.426859654,0.00464855
s108,f4,0.480033205,0.003449935,0.069293789,0.859933688,0.323744712,0.430546477,0.003449935
s109,f1,0.472130429,0.004670916,0.08515348,0.863466653,0.326377693,0.441843293,0.003456496
s109,f1,0.474876742,0.003369132,0.073248318,0.820533944,0.302764501,0.404865648,0.004552403
s109,f1,0.474402102,0.003347639,0.077816639,0.808641176,0.296235658,0.395383144,0.003347639
s109,f2,0.471328489,0.004712673,0.063583581,0.879237697,0.338883123,0.451490928,0.003487745
s109,f2,0.475542035,0.003498224,0.073233669,0.88629981,0.333937977,0.453663294,0.004726832
s109,f2,0.474449545,0.003503124,0.08391088,0.884617439,0.343489066,0.451897452,0.003503124
s109,f3,0.476970803,0.079531668,0.07396968,0.897896925,0.349168732,0.465473552,0.003533381
s109,f3,0.473548946,0.003476254,0.003476254,0.873628544,0.334606522,0.447579994,0.004697147
s109,f3,0.469916622,0.003529144,0.091501492,0.897089181,0.346802439,0.469916622,0.003529144
s109,f4,0.477830123,0.004668582,0.003455113,0.865195315,0.323809467,0.437009651,0.003455113
s109,f4,0.476113028,0.003414924,0.084120919,0.845692044,0.313141536,0.416362085,0.004614277
s109,f4,0.474924232,0.003439256,0.089170947,0.854618593,0.321936808,0.430073136,0.003439256
s110,f1,0.51298945,0.228938928,0.183911613,0.88479438,0.128863703,0.426177224,0.003476254
s110,f1,0.513092058,0.226547646,0.175608183,0.881879371,0.121541441,0.42388207,0.004687762
s110,f1,0.514067859,0.232236275,0.179604153,0.885502499,0.124718011,0.42604939,0.003477645
s110,f2,0.50758048,0.225575582,0.158626959,0.863035028,0.11887295,0.420252314,0.003434788
s110,f2,0.510788331,0.228664366,0.159008121,0.866494082,0.124892739,0.420126257,0.004652735
s110,f2,0.509920728,0.228184675,0.158658688,0.861569115,0.118908618,0.420672777,0.003435819
s110,f3,0.518767227,0.232794311,0.165199739,0.927001588,0.134525703,0.460427442,0.003554645
s110,f3,0.517006413,0.232631412,0.16084727,0.926167662,0.135782627,0.460105255,0.004799709
s110,f3,0.520742292,0.238067746,0.16462255,0.930810097,0.133547241,0.461487644,0.003564969
s111,f1,0.537138126,0.234687603,0.095121524,0.943555587,0.003583913,0.469118442,0.003583913
s111,f1,0.537030709,0.234546832,0.085785953,0.941387903,0.003581405,0.470198657,0.004839712
s111,f1,0.538213477,0.233307022,0.080661007,0.942518247,0.057653749,0.470433815,0.003583555
s111,f2,0.536708587,0.231008678,0.089995105,0.929972745,0.004807875,0.460611649,0.003558202
s111,f2,0.537406762,0.237568328,0.09468497,0.934447344,0.003567108,0.460151268,0.00481991
s111,f2,0.539722587,0.235534001,0.087852149,0.934353904,0.003566395,0.462226615,0.003566395
s111,f3,0.528348064,0.225079861,0.128259465,0.837109829,0.0045798,0.386741023,0.003389069
s111,f3,0.528242405,0.221728859,0.122812067,0.835938695,0.003385682,0.38728284,0.004575222
s111,f3,0.528242405,0.221728859,0.126830973,0.835771524,0.003385682,0.386973138,0.003385682
s112,f1,0.524190558,0.223800556,0.158310023,0.908645727,0.00475623,0.449643605,0.00351998
s112,f1,0.522202414,0.218187608,0.151177596,0.903571532,0.003508032,0.44892475,0.004740086
s112,f1,0.522672608,0.217077684,0.156923006,0.905380483,0.003512596,0.451174995,0.003512596
s112,f2,0.528242405,0.223152474,0.145584297,0.920995619,0.004786767,0.456119702,0.003542226
s112,f2,0.525292515,0.222773437,0.146548331,0.920259117,0.003536563,0.456165316,0.004778637
s112,f2,0.525555227,0.224562773,0.145162714,0.916402134,0.052502211,0.455026327,0.003531968
s112,f3,0.526607389,0.22519243,0.142744352,0.93332668,0.003563899,0.468415292,0.003563899
s112,f3,0.524085731,0.223599226,0.141352289,0.931275618,0.004811242,0.469071533,0.004811242
s112,f3,0.525239988,0.223711053,0.141422983,0.93239382,0.003562474,0.469306127,0.003562474
s113,f1,0.523247864,0.118623579,0.133573953,0.859331945,0.107668308,0.438410322,0.003427583
s113,f1,0.527081549,0.115868425,0.133841368,0.861827624,0.104465333,0.437403136,0.004641118
s113,f1,0.527081549,0.115868425,0.133841368,0.861827624,0.104465333,0.437403136,0.003434788
s113,f2,0.521837,0.112781834,0.129509635,0.838534126,0.103054222,0.420378409,0.003388391
s113,f2,0.521523992,0.115903191,0.140548873,0.839289146,0.099639162,0.420252314,0.004583007
s113,f2,0.521628307,0.114394761,0.134606442,0.839289146,0.095923911,0.42100945,0.003391103
s113,f3,0.518767227,0.071404099,0.334038174,0.824729356,0.092569089,0.39411994,0.003410829
s113,f3,0.519597919,0.088504666,0.336586535,0.826132588,0.092652439,0.395066964,0.004612893
s113,f3,0.520586093,0.081790024,0.335914035,0.827869289,0.092670972,0.393332488,0.003414583
s114,f1,0.523404862,0.218930708,0.146592302,0.903119859,0.004741034,0.448207045,0.003508734
s114,f1,0.525975839,0.220645045,0.143201865,0.906739573,0.00351365,0.448027798,0.004747676
s114,f1,0.524033325,0.22038043,0.146621624,0.905742708,0.003509787,0.44695382,0.003509787
s114,f2,0.523300191,0.218078541,0.153339632,0.903029552,0.004737717,0.445436758,0.003506279
s114,f2,0.520950631,0.217664585,0.147371304,0.899514595,0.003499623,0.444280126,0.004728723
s114,f2,0.524872449,0.22235057,0.144178956,0.901495706,0.05643871,0.445927008,0.003508032
s114,f3,0.523300191,0.221861936,0.148555003,0.897627596,0.003500323,0.445481304,0.003500323
s114,f3,0.523404862,0.220072113,0.143574674,0.896102926,0.004720691,0.441313399,0.004720691
s114,f3,0.524138142,0.219500669,0.142459148,0.895654986,0.003495426,0.444324557,0.003495426
s114,f4,0.523300191,0.218078541,0.153339632,0.903029552,0.003506279,0.445436758,0.003506279
s115,f1,0.514067859,0.212651628,0.138747437,0.833018024,0.004561517,0.396650396,0.003375877
s115,f1,0.514685111,0.213311871,0.137573082,0.83085499,0.00337554,0.396928149,0.004561517
s115,f2,0.514222103,0.213226564,0.241617351,0.872057428,0.003461684,0.422401076,0.003461684
s115,f2,0.518041461,0.209234426,0.242512991,0.873978066,0.004684013,0.42206329,0.004684013
s115,f2,0.515406175,0.209632349,0.240941768,0.870837401,0.003460992,0.423712551,0.003460992
s115,f3,0.51892288,0.219303207,0.143087349,0.89038618,0.004704198,0.437009651,0.003481472
s115,f3,0.520690221,0.220755395,0.143144596,0.890653336,0.003482865,0.438848951,0.00470608
s115,f3,0.519545961,0.22093207,0.145613417,0.891277012,0.003485304,0.438059734,0.003485304
s116,f1,0.486995693,0.144106885,0.158515959,0.840128855,0.004552403,0.423966855,0.003369132
s116,f1,0.490220495,0.151783518,0.163539619,0.839876854,0.003374527,0.426006787,0.004559693
s116,f1,0.491152799,0.151102026,0.157190002,0.84594579,0.003382636,0.42998713,0.003382636
s116,f2,0.493318633,0.153631254,0.15667213,0.85112183,0.004584382,0.433397482,0.003392799
s116,f2,0.49012246,0.144959628,0.158484259,0.847978498,0.003389069,0.434786575,0.0045798
s116,f2,0.489094283,0.148465897,0.158738037,0.852911064,0.003394496,0.436310994,0.003394496
s116,f3,0.486800934,0.148718503,0.163131281,0.870054,0.004628604,0.451761904,0.003425527
s116,f3,0.493565354,0.158389197,0.160365451,0.858730623,0.003408442,0.438848951,0.004605519
s116,f3,0.491398437,0.148006365,0.158246711,0.8480633,0.003383989,0.429085105,0.003383989
s116,f4,0.485051601,0.153569814,0.158833309,0.888162995,0.004677928,0.473075634,0.003461684
s116,f4,0.480081211,0.145934119,0.158769788,0.872929921,0.003438225,0.475256795,0.004645761
s116,f4,0.481716265,0.143531608,0.163310824,0.891990319,0.003492282,0.491496726,0.003492282
s117,f1,0.495048273,0.262317415,0.004627678,0.87014101,0.004627678,0.410368394,0.112443995
s117,f1,0.495147293,0.268662321,0.003439944,0.875640203,0.003439944,0.415114871,0.127517713
s117,f1,0.492874846,0.267696876,0.003389408,0.849081587,0.003389408,0.393489852,0.108099844
s117,f2,0.471894422,0.272395561,0.004617509,0.863380311,0.004617509,0.400917343,0.125330629
s117,f2,0.493072035,0.267295631,0.003397213,0.85350831,0.003397213,0.397047245,0.111525725
s117,f2,0.495048273,0.269766098,0.003415607,0.862689883,0.003415607,0.404299233,0.115221375
s117,f3,0.498276567,0.26825963,0.004623978,0.866234172,0.004623978,0.404744207,0.116951028
s117,f3,0.495048273,0.266122114,0.00340776,0.857529241,0.00340776,0.404825164,0.11495667
s117,f3,0.49509778,0.272041677,0.003412876,0.860019685,0.00461151,0.403370413,0.123786125
s117,f4,0.496634965,0.269955,0.00466205,0.88302656,0.00345028,0.417821906,0.106671634
s117,f4,0.497878105,0.266894988,0.003457187,0.887452749,0.004671851,0.418658386,0.122566689
s117,f4,0.49470186,0.27082024,0.003428954,0.87014101,0.003428954,0.40971233,0.121565751
s118,f1,0.486314376,0.277010463,0.112275456,0.792074362,0.00443956,0.328604625,0.003285291
s118,f1,0.483018656,0.270090011,0.115232898,0.772286256,0.003250326,0.31651014,0.004391871
s118,f1,0.485342719,0.269793076,0.113120687,0.781296937,0.003268579,0.329361285,0.003268579
s118,f2,0.486898304,0.269065617,0.117314138,0.783957868,0.004419627,0.323227135,0.003270868
s118,f2,0.488654296,0.276015018,0.115683184,0.776312604,0.003263027,0.318861002,0.004409033
s118,f2,0.489779495,0.273104711,0.114577939,0.781062583,0.003270541,0.322484566,0.003270541
s118,f3,0.486411649,0.273897864,0.125996645,0.798516219,0.004453789,0.333871196,0.003296151
s118,f3,0.485488344,0.273186655,0.122272881,0.799634924,0.003298788,0.340003285,0.004457354
s118,f3,0.482922062,0.271960077,0.121032037,0.80275959,0.003300438,0.339493662,0.003300438
s119,f1,0.51298945,0.286418858,0.064467117,0.920351147,0.100028513,0.438454165,0.128259465
s119,f1,0.513554049,0.286476148,0.06084656,0.91860414,0.093874171,0.440255517,0.145366084
s119,f1,0.512374232,0.286590761,0.064499359,0.921179836,0.102039019,0.440695993,0.136572455
s119,f2,0.520325865,0.293024223,0.076796209,0.91411399,0.1018657,0.42921385,0.133680855
s119,f2,0.522045777,0.290747525,0.076842301,0.914937063,0.093808482,0.431537874,0.128195351
s119,f2,0.522934009,0.288661661,0.071083503,0.9183286,0.098106662,0.432099238,0.137903654
s119,f3,0.515509266,0.281872623,0.059451169,0.876165744,0.093789722,0.40147902,0.125343163
s119,f3,0.518248719,0.284563173,0.066483599,0.880205391,0.083001218,0.402886659,0.12979487
s119,f3,0.513554049,0.282832621,0.072222763,0.873279163,0.087248056,0.400196341,0.123736621
s120,f1,0.510277798,0.281985395,0.135565549,0.904837418,0.079063812,0.434917031,0.110327728
s120,f1,0.50681968,0.28269124,0.134471903,0.890208121,0.07841814,0.422147711,0.111113842
s120,f1,0.510379864,0.28280434,0.131243618,0.899874473,0.083919271,0.431537874,0.116624023
s120,f2,0.509563909,0.280972073,0.130628221,0.892257956,0.063570866,0.42604939,0.107819149
s120,f2,0.507834333,0.282889194,0.133493833,0.894223084,0.083651159,0.427286727,0.10260178
s120,f2,0.506161242,0.283568943,0.131388066,0.920719361,0.071190208,0.454162598,0.132774909
s120,f3,0.507428228,0.280186451,0.135741899,0.890475223,0.078410299,0.425325722,0.098539283
s120,f3,0.50829159,0.281084484,0.128413468,0.880117375,0.077972428,0.413003174,0.101763885
s120,f3,0.5090546,0.279682569,0.129134601,0.891098774,0.0809762,0.42269686,0.094543049
s120,f4,0.511657409,0.286418858,0.142373698,0.927372463,0.068207551,0.452983309,0.100550016
s120,f4,0.509360124,0.282634708,0.136941699,0.905742708,0.073563963,0.437403136,0.110382905
s120,f4,0.510226773,0.283966218,0.125958852,0.945728263,0.097578314,0.475827445,0.130419383
s121,f1,0.517678959,0.309715855,0.064550979,0.921824888,0.082315159,0.426390366,0.003540809
s121,f1,0.518352379,0.310770681,0.003542226,0.924686979,0.09402449,0.427757001,0.004786767
s121,f1,0.514788058,0.311330572,0.003538685,0.922378149,0.091739705,0.426390366,0.003538685
s121,f2,0.513554049,0.311735565,0.073439011,0.907011636,0.078961096,0.415530193,0.003508032
s121,f2,0.513554049,0.311735565,0.073439011,0.907011636,0.078961096,0.415530193,0.004740086
s121,f2,0.513246009,0.307740003,0.003502774,0.905471026,0.083902489,0.413995572,0.003502774
s121,f3,0.513708138,0.306235765,0.087650321,0.880205391,0.08301782,0.394238194,0.003465841
s121,f3,0.515767086,0.304495186,0.080572329,0.879149778,0.078019226,0.3977228,0.004683545
s121,f3,0.51048195,0.301978336,0.085170513,0.876340995,0.082818816,0.39455371,0.003457533
s122,f1,0.500473815,0.256481177,0.110614953,0.825059314,0.073248318,0.400516626,0.098973811
s122,f1,0.498874858,0.25385298,0.098155728,0.812613242,0.069948222,0.386702351,0.082306928
s122,f1,0.503838247,0.259136585,0.106917262,0.846284236,0.079127089,0.409589435,0.094363588
s122,f2,0.501425619,0.266281835,0.106863816,0.873890672,0.072352881,0.435221579,0.110239501
s122,f2,0.502278767,0.266308465,0.109656777,0.892972048,0.081154543,0.451400639,0.100680816
s122,f2,0.50197749,0.264768346,0.114646706,0.893507992,0.083642794,0.451536079,0.100711025
s122,f3,0.506161242,0.263289787,0.10713131,0.84814811,0.076773174,0.413871392,0.086259076
s122,f3,0.501726564,0.26150549,0.114497762,0.840549025,0.071055075,0.404946629,0.103229563
s122,f3,0.502580225,0.259110673,0.111514573,0.842400268,0.071111942,0.407872767,0.092190333
s122,f4,0.502328998,0.259473682,0.103674406,0.84814811,0.074102945,0.415031856,0.100128592
s122,f4,0.502479719,0.262107645,0.107281399,0.851803,0.065533095,0.420126257,0.092698777
s122,f4,0.501425619,0.263579566,0.113653606,0.850356165,0.079364827,0.419119163,0.092661705
s123,f1,0.52424298,0.293112144,0.127581488,0.934353904,0.004806433,0.42715856,0.003557134
s123,f1,0.52424298,0.293640221,0.132099481,0.937817417,0.003563543,0.428827731,0.004815093
s123,f1,0.52508244,0.294463566,0.127734677,0.935475802,0.003561406,0.429471455,0.003561406
s123,f2,0.511657409,0.288056108,0.130028711,0.909191078,0.056433067,0.415488642,0.003507682
s123,f2,0.512169323,0.290079574,0.134337498,0.911922747,0.047415789,0.415364014,0.004748626
s123,f2,0.509563909,0.290747525,0.135511334,0.9111935,0.003510489,0.413705877,0.003510489
s123,f3,0.514016455,0.286504797,0.132934334,0.911922747,0.003512596,0.414575572,0.003512596
s123,f3,0.514016455,0.286504797,0.132934334,0.911922747,0.003512596,0.414575572,0.004746727
s123,f3,0.509716801,0.288142537,0.134109319,0.910646948,0.056449999,0.41407838,0.003508734
s124,f1,0.51314337,0.229948479,0.155579255,0.791203559,0.063058022,0.305318434,0.003286606
s124,f1,0.514479278,0.231239803,0.157394482,0.804125442,0.063412137,0.308201959,0.004465831
s124,f1,0.51094159,0.233820863,0.16054195,0.79612426,0.060048663,0.309499129,0.003293844
s124,f2,0.515870249,0.232422138,0.159326456,0.864330552,0.071325598,0.358868232,0.003407079
s124,f2,0.514582184,0.242416005,0.162821625,0.857357753,0.068268966,0.354906821,0.004592641
s124,f2,0.518248719,0.23435927,0.155392672,0.863898495,0.071368406,0.359406938,0.003409124
s124,f3,0.515767086,0.23121668,0.153370303,0.812531985,0.074757929,0.318956675,0.003321297
s124,f3,0.517937863,0.236147186,0.156703468,0.829526685,0.075426244,0.328933394,0.004527887
s124,f3,0.516489665,0.235863979,0.159773195,0.832102208,0.070235598,0.331907156,0.003355012
s125,f1,0.484663715,0.280102408,0.119468804,0.886122567,0.080250683,0.413085783,0.003452005
s125,f1,0.486654915,0.283625663,0.119731924,0.890030097,0.003459608,0.386509048,0.004674655
s125,f1,0.485585451,0.281337574,0.122505421,0.88629981,0.075125142,0.414617032,0.003455459
s125,f2,0.484712184,0.284278752,0.122517672,0.889051602,0.003455804,0.410532575,0.003455804
s125,f2,0.490367583,0.287538073,0.118256415,0.889763128,0.069508933,0.411683677,0.004676057
s125,f2,0.489730519,0.283881041,0.122346267,0.883733263,0.072244433,0.411724847,0.00345097
s125,f3,0.48719053,0.282493426,0.126147932,0.878534588,0.066000035,0.402644999,0.0034396
s125,f3,0.486508941,0.283540588,0.117784335,0.883114867,0.003446831,0.407954349,0.00465739
s125,f3,0.486849616,0.283597301,0.120766059,0.882408657,0.069238376,0.409548478,0.003447176
s125,f4,0.48592548,0.280578987,0.115590674,0.846199611,0.003382298,0.379766002,0.003382298
s125,f4,0.489045376,0.281393847,0.118102782,0.88798538,0.075132655,0.412920582,0.004669982
s125,f4,0.490612828,0.280887794,0.124593356,0.852314235,0.06823484,0.385197149,0.003397213
s126,f1,0.495345391,0.269361752,0.003462377,0.891633594,0.004678864,0.420168272,0.091904986
s126,f1,0.494553472,0.267696876,0.071898491,0.873715912,0.003434445,0.410655753,0.123168739
s126,f1,0.495394928,0.264160079,0.00345615,0.888340645,0.00345615,0.422823688,0.091730532
s126,f2,0.493318633,0.268796686,0.074825241,0.949708674,0.004830043,0.473028329,0.112275456
s126,f2,0.491988469,0.264556616,0.00356283,0.94610663,0.00356283,0.466125671,0.126312031
s126,f2,0.491152799,0.268984909,0.003569606,0.947526854,0.003569606,0.476923108,0.106746331
s126,f3,0.495840984,0.265749804,0.06941863,0.887009133,0.004669982,0.420798997,0.089599996
s126,f3,0.49470186,0.270576611,0.003457879,0.887452749,0.003457879,0.419035348,0.105178118
s126,f3,0.491840894,0.268984909,0.003464108,0.893507992,0.003464108,0.422401076,0.097989005
s126,f4,0.487580439,0.256712114,0.003331942,0.819549893,0.004502601,0.369760419,0.096096729
s126,f4,0.488605433,0.26142705,0.003360384,0.836189514,0.003360384,0.380678535,0.087117282
s126,f4,0.488996474,0.257947294,0.070785578,0.849761124,0.003381283,0.389496656,0.080992396
s127,f1,0.497579468,0.266601565,0.003388391,0.846114996,0.004578426,0.39455371,0.109667743
s127,f1,0.495692254,0.265192315,0.004571106,0.845100267,0.003382974,0.38848528,0.109492415
s127,f1,0.493367967,0.27082024,0.003385343,0.845776617,0.003385343,0.393293156,0.085614553
s127,f2,0.491742536,0.264530162,0.003440288,0.882761691,0.00464855,0.413127094,0.117572513
s127,f2,0.494059166,0.269820056,0.00465972,0.883821641,0.00344821,0.418742126,0.122248429
s127,f2,0.490024446,0.271172535,0.0034396,0.879589463,0.0034396,0.418825883,0.124767908
